aX,aY,aZ,gX,gY,gZ
-0.018,-0.165,1.004,-3.601,-0.244,11.902
-0.023,-0.157,1.008,-0.854,0.854,11.047
-0.022,-0.155,1.009,2.075,1.709,10.803
-0.025,-0.154,1.009,3.296,2.441,9.888
-0.027,-0.161,1.006,4.150,3.174,8.911
-0.026,-0.174,1.000,5.310,3.967,7.690
-0.025,-0.181,0.994,6.348,4.456,6.287
-0.025,-0.180,0.987,6.897,4.761,4.211
-0.024,-0.176,0.980,6.531,4.761,2.136
-0.024,-0.177,0.976,5.798,4.700,1.038
-0.023,-0.182,0.969,5.493,4.639,0.977
-0.020,-0.188,0.961,4.517,4.272,1.587
-0.017,-0.206,0.956,4.089,4.211,2.502
-0.014,-0.233,0.961,3.906,4.211,3.174
-0.014,-0.247,0.966,3.906,4.333,3.296
-0.014,-0.247,0.969,4.822,4.761,3.418
-0.013,-0.237,0.975,6.226,5.066,3.174
-0.012,-0.224,0.978,6.897,5.188,2.808
-0.013,-0.210,0.981,6.897,5.188,2.808
-0.017,-0.207,0.985,5.615,4.761,2.930
-0.017,-0.207,0.987,3.052,4.028,3.174
-0.016,-0.213,0.987,0.977,3.174,3.784
-0.016,-0.218,0.985,-0.916,2.258,4.028
-0.012,-0.227,0.982,-1.831,1.526,4.272
-0.009,-0.237,0.979,-1.038,1.038,4.395
-0.009,-0.238,0.981,-0.061,0.977,4.395
-0.014,-0.228,0.985,0.732,0.854,4.211
-0.016,-0.226,0.987,1.038,0.671,3.784
-0.018,-0.219,0.989,1.099,0.549,3.479
-0.019,-0.216,0.984,0.854,0.427,2.747
-0.219,1.830,1.351,34.180,40.344,-81.604
-0.260,1.768,1.376,25.696,33.142,-41.077
-0.207,1.453,1.317,10.071,21.240,10.681
-0.113,0.985,1.223,-10.437,4.639,57.678
-0.013,0.535,1.117,-29.114,-6.287,88.379
0.064,0.154,1.040,-33.936,-12.756,108.459
0.129,-0.128,1.005,-27.649,-13.550,118.408
0.188,-0.312,1.006,-12.085,-11.414,125.000
0.239,-0.431,1.049,6.165,-10.193,130.127
0.288,-0.502,1.081,16.785,-12.451,133.972
0.329,-0.578,1.084,15.625,-17.334,136.658
0.375,-0.696,1.058,9.644,-24.109,138.672
0.403,-0.822,1.036,0.732,-30.396,138.977
0.423,-0.939,1.009,-5.066,-34.485,139.404
0.406,-1.008,1.016,-8.057,-36.926,137.329
0.374,-1.038,1.012,-10.925,-38.940,134.033
0.339,-1.064,0.999,-9.583,-39.978,131.592
0.305,-1.065,0.975,-3.784,-39.307,129.883
0.281,-1.035,0.933,2.441,-38.635,128.845
0.253,-1.041,0.900,8.911,-37.781,128.601
0.254,-1.146,0.852,13.977,-37.292,128.601
0.282,-1.332,0.797,15.076,-37.842,124.512
0.270,-1.505,0.760,8.057,-38.452,109.314
0.244,-1.584,0.734,-6.775,-37.720,82.520
0.206,-1.579,0.729,-15.747,-34.119,52.490
0.153,-1.512,0.748,-13.916,-28.503,24.963
0.114,-1.441,0.770,-5.127,-23.499,2.502
0.094,-1.379,0.781,9.827,-19.470,-15.198
0.091,-1.312,0.762,25.452,-16.296,-31.616
0.102,-1.169,0.716,33.752,-13.123,-49.438
0.106,-0.947,0.665,38.330,-8.362,-65.857
0.089,-0.718,0.650,41.199,-1.160,-77.515
0.067,-0.520,0.666,35.828,7.019,-82.275
0.040,-0.368,0.715,22.522,15.137,-82.886
0.018,-0.298,0.775,7.507,21.912,-80.994
0.012,-0.295,0.811,-7.874,26.672,-79.773
0.016,-0.312,0.837,-17.700,30.029,-81.299
0.022,-0.316,0.861,-15.381,33.142,-84.900
0.031,-0.298,0.894,-2.991,36.621,-88.684
0.040,-0.233,0.938,13.977,40.283,-92.773
0.044,-0.126,0.979,28.992,43.091,-97.473
0.026,0.015,1.029,37.537,44.312,-100.342
0.000,0.188,1.060,38.025,43.518,-100.830
-0.014,0.318,1.078,29.358,40.710,-96.497
-0.033,0.390,1.083,9.399,35.645,-88.745
-0.035,0.386,1.077,-12.024,29.785,-77.820
-0.022,0.314,1.060,-28.320,24.841,-66.162
-0.018,0.258,1.061,-35.400,22.278,-57.007
-0.026,0.235,1.091,-31.006,22.583,-50.415
-0.041,0.224,1.133,-21.362,22.766,-45.044
-0.050,0.223,1.149,-13.794,20.386,-40.161
-0.046,0.219,1.142,-8.545,16.663,-34.424
-0.035,0.191,1.119,-6.226,12.817,-28.992
-0.028,0.147,1.105,-6.775,9.155,-24.902
-0.020,0.100,1.088,-7.324,6.042,-21.729
-0.019,0.069,1.071,-8.179,3.174,-19.592
-0.005,0.063,1.063,-9.033,1.221,-18.799
-0.016,0.072,1.059,-9.338,0.183,-17.578
-0.014,0.070,1.049,-8.057,-0.183,-14.282
-0.011,0.048,1.032,-9.644,-0.427,-10.376
-0.015,0.021,1.022,-11.353,0.732,-7.324
-0.017,-0.012,1.014,-9.583,3.479,-4.333
-0.014,-0.054,1.005,-7.751,5.859,-2.380
-0.008,-0.090,0.995,-7.690,7.080,-1.587
-0.003,-0.119,0.983,-6.775,7.507,-1.282
-0.004,-0.129,0.976,-5.981,7.690,-1.465
-0.006,-0.125,0.973,-3.845,8.118,-1.587
-0.012,-0.123,0.979,-1.099,8.240,-1.282
-0.030,-0.113,0.974,-0.366,7.751,-0.916
-0.008,-0.108,0.979,-0.916,7.202,-0.366
-0.012,-0.114,0.972,-4.028,5.981,0.916
-0.013,-0.134,0.969,-6.958,5.432,2.319
-0.007,-0.152,0.959,-10.071,5.005,3.296
-0.006,-0.167,0.954,-9.949,5.249,3.540
-0.012,-0.168,0.957,-8.240,5.920,4.150
-0.015,-0.157,0.960,-5.615,7.141,4.944
-0.016,-0.151,0.967,-3.174,8.057,5.615
-0.018,-0.144,0.978,-2.686,8.728,6.042
-0.020,-0.142,0.991,-2.625,8.728,6.592
-0.023,-0.134,1.003,-2.197,8.240,7.019
-0.022,-0.135,1.010,-2.197,7.507,7.385
-0.017,-0.143,1.012,-2.258,6.042,7.935
-0.015,-0.158,1.017,-1.953,4.761,8.545
-0.012,-0.171,1.021,-1.221,3.662,9.094
-0.011,-0.176,1.026,-0.488,2.747,9.521
-0.016,-0.168,1.034,-0.366,1.709,9.460
-0.022,-0.171,1.041,-0.244,0.793,9.888
-0.017,-0.150,1.030,1.099,-0.366,12.939
-0.020,-0.156,1.027,-0.122,-1.038,13.489
-0.025,-0.154,1.032,-3.235,-1.465,12.512
-0.021,-0.149,1.025,-4.944,-2.808,15.259
-0.018,-0.150,1.017,-4.700,-3.296,16.052
-0.016,-0.150,1.001,-5.432,-3.418,15.442
-0.010,-0.155,0.986,-5.432,-2.563,14.465
-0.005,-0.166,0.969,-4.028,-0.793,12.329
-0.004,-0.177,0.966,-1.892,2.075,10.010
-0.008,-0.190,0.973,0.732,4.883,7.324
-0.010,-0.196,0.980,3.357,7.202,4.517
-0.011,-0.199,0.989,5.737,8.667,2.441
-0.008,-0.200,0.997,6.531,8.850,0.916
-0.007,-0.193,0.998,5.798,8.301,-0.244
-0.005,-0.187,0.995,4.761,7.263,-0.610
-0.003,-0.194,0.992,3.662,6.165,0.671
0.002,-0.200,0.988,2.686,5.127,2.075
0.005,-0.217,0.986,1.465,4.517,3.052
0.007,-0.228,0.982,1.099,4.395,3.601
0.007,-0.226,0.977,0.854,4.272,3.296
0.004,-0.213,0.976,0.671,4.395,2.625
0.003,-0.204,0.974,1.099,4.578,2.258
0.003,-0.196,0.972,0.854,4.639,2.258
-0.000,-0.194,0.973,-0.549,4.639,2.136
-0.002,-0.202,0.978,-1.465,4.456,2.502
-0.001,-0.206,0.985,-1.770,4.333,3.052
0.002,-0.209,0.990,-1.648,3.723,3.174
0.000,-0.204,0.995,-1.282,3.418,2.441
-0.000,-0.192,0.997,-1.099,2.869,1.587
0.000,-0.181,0.996,-0.793,2.258,1.404
-0.000,-0.175,0.997,-1.038,1.587,1.770
0.000,-0.174,0.994,-1.953,0.977,1.831
