aX,aY,aZ,gX,gY,gZ
-0.044,-0.120,1.016,-0.427,-7.141,1.953
-0.053,-0.128,1.012,0.427,-7.568,1.953
-0.065,-0.126,1.006,1.526,-7.629,1.770
-0.077,-0.119,1.004,2.319,-7.446,1.465
-0.082,-0.119,1.001,3.296,-6.958,1.160
-0.082,-0.125,1.003,3.662,-6.104,1.038
-0.079,-0.124,1.004,3.906,-5.432,0.732
-0.079,-0.114,1.001,4.211,-4.883,0.671
-0.080,-0.117,1.000,3.967,-4.639,1.099
-0.085,-0.132,1.000,2.869,-3.967,1.709
-0.097,-0.133,1.000,2.136,-3.174,1.709
-0.102,-0.129,1.000,2.197,-2.441,1.221
-0.103,-0.126,0.990,2.441,-1.465,0.488
-0.099,-0.125,0.987,1.831,-0.305,0.305
-0.086,-0.134,0.997,0.366,0.854,0.366
-0.074,-0.139,1.009,-1.099,1.343,0.427
-0.070,-0.140,1.005,-0.732,1.221,0.732
-0.072,-0.140,0.999,0.366,0.793,1.099
-0.078,-0.141,0.996,0.122,0.732,1.587
-0.076,-0.147,1.001,0.000,0.854,1.770
-0.076,-0.153,1.005,0.610,1.099,2.014
-0.084,-0.150,1.009,0.854,0.854,2.258
-0.088,-0.139,1.001,1.953,0.854,2.258
-0.093,-0.137,1.000,2.625,0.854,2.197
-0.094,-0.135,1.003,2.502,0.916,2.197
-0.091,-0.142,1.001,2.747,0.977,2.625
-0.088,-0.149,0.998,2.747,0.916,2.930
-0.086,-0.158,0.999,2.563,0.977,2.930
-0.084,-0.170,0.998,2.991,1.282,2.441
-0.072,-0.170,0.989,4.700,1.831,1.221
-0.052,-0.160,1.000,5.249,2.563,-0.122
-0.035,-0.159,1.016,4.089,2.930,-0.916
-0.033,-0.164,1.025,3.540,2.625,-0.549
-0.042,-0.164,1.025,2.686,1.831,0.244
-0.056,-0.163,1.023,0.977,1.587,1.099
-0.064,-0.160,1.022,-0.793,1.770,2.075
-0.069,-0.156,1.021,-2.258,2.197,3.113
-0.069,-0.151,1.023,-3.235,2.441,3.723
-1.421,0.070,1.221,-68.542,6.226,75.012
-1.600,0.116,1.017,-42.053,10.132,81.970
-1.667,0.101,0.816,-17.029,18.127,84.961
-1.617,0.062,0.697,-2.747,32.410,79.895
-1.437,-0.011,0.684,8.545,51.575,64.026
-1.167,-0.077,0.736,30.518,68.359,41.565
-0.795,-0.135,0.740,64.453,77.576,17.700
-0.432,-0.147,0.736,95.032,80.933,-2.991
-0.027,-0.158,0.756,118.347,82.275,-18.738
0.407,-0.144,0.786,122.437,81.055,-28.198
0.785,-0.193,0.800,116.333,76.477,-27.039
1.057,-0.311,0.808,93.872,69.763,-16.968
1.223,-0.458,0.823,57.617,64.209,-5.310
1.361,-0.506,0.834,27.039,60.913,-1.465
1.532,-0.431,0.869,7.812,57.434,-4.333
1.656,-0.294,0.958,-11.780,53.345,-9.277
1.701,-0.182,1.027,-28.381,46.814,-8.423
1.692,-0.096,1.025,-33.447,35.767,-1.953
1.638,-0.023,0.994,-32.288,21.667,4.822
1.535,0.028,0.939,-32.471,7.324,13.000
1.399,0.037,0.869,-32.104,-4.822,21.179
1.247,0.011,0.795,-33.691,-14.587,28.687
1.035,-0.010,0.754,-38.086,-21.423,33.569
0.832,-0.068,0.711,-37.170,-25.757,36.743
0.643,-0.158,0.659,-30.945,-29.175,37.842
0.495,-0.237,0.672,-21.667,-30.090,35.217
0.401,-0.300,0.704,-14.343,-26.489,26.978
0.354,-0.348,0.772,-7.690,-21.118,16.418
0.334,-0.371,0.857,-4.517,-15.991,5.005
0.306,-0.401,0.949,-3.784,-12.634,-3.357
0.241,-0.425,1.024,-2.686,-11.475,-9.827
0.148,-0.444,1.095,-4.761,-12.146,-14.282
0.050,-0.433,1.137,-10.437,-13.428,-17.578
-0.010,-0.390,1.176,-11.658,-14.893,-18.860
-0.036,-0.339,1.211,-11.719,-16.113,-18.372
-0.057,-0.298,1.227,-14.343,-18.372,-15.320
-0.075,-0.251,1.206,-15.869,-21.606,-10.742
-0.090,-0.197,1.184,-15.564,-25.024,-6.531
-0.136,-0.145,1.178,-18.250,-27.771,-3.601
-0.209,-0.077,1.181,-23.682,-29.968,-0.916
-0.274,0.001,1.147,-25.146,-31.738,2.808
-0.314,0.021,1.086,-18.921,-32.166,7.812
-0.338,0.007,1.049,-14.648,-30.151,11.230
-0.351,0.002,1.057,-15.442,-27.344,10.742
-0.362,0.003,1.062,-13.611,-24.658,6.470
-0.366,-0.022,1.039,-4.211,-23.193,1.404
-0.357,-0.059,1.024,6.348,-22.217,-3.540
-0.324,-0.085,1.012,13.489,-20.874,-9.705
-0.288,-0.115,1.002,18.494,-20.264,-14.526
-0.273,-0.168,0.998,19.958,-20.813,-17.334
-0.294,-0.207,0.981,19.165,-21.545,-18.372
-0.324,-0.215,0.958,17.761,-20.935,-18.860
-0.346,-0.211,0.960,14.832,-17.822,-19.287
-0.337,-0.226,0.972,11.414,-13.306,-18.982
-0.313,-0.231,0.984,9.521,-8.789,-17.944
-0.282,-0.223,0.987,7.690,-5.432,-16.724
-0.251,-0.220,0.978,5.676,-3.296,-14.648
-0.223,-0.225,0.975,2.625,-1.831,-11.963
-0.185,-0.211,0.974,-0.671,-0.854,-9.644
-0.153,-0.214,0.978,-3.784,-0.610,-7.141
-0.137,-0.217,0.990,-7.385,-1.221,-4.150
-0.129,-0.210,1.001,-10.803,-2.075,-2.014
-0.134,-0.198,1.005,-11.536,-2.319,-0.854
-0.140,-0.167,1.001,-11.169,-2.197,0.305
-0.142,-0.140,1.001,-10.498,-1.221,0.793
-0.134,-0.117,1.001,-10.193,0.183,1.709
-0.120,-0.095,1.009,-10.986,1.587,3.418
-0.109,-0.074,1.013,-11.414,2.808,5.676
-0.097,-0.077,1.005,-10.925,3.235,8.484
-0.091,-0.085,1.000,-11.841,3.174,10.742
-0.086,-0.097,1.002,-12.756,2.991,11.169
-0.075,-0.102,1.006,-11.169,2.930,10.071
-0.061,-0.098,1.009,-8.728,2.380,7.690
-0.053,-0.082,1.006,-6.653,1.526,5.005
-0.050,-0.056,1.003,-5.859,0.732,3.052
-0.050,-0.046,1.002,-5.676,0.061,2.319
-0.054,-0.048,0.998,-5.066,-0.732,2.991
-0.055,-0.054,0.991,-4.883,-1.343,3.845
-0.058,-0.066,0.989,-3.967,-1.709,4.150
-0.063,-0.070,0.988,-2.686,-1.404,3.967
-0.066,-0.070,0.991,-1.404,-1.160,2.930
-0.058,-0.073,0.990,0.061,-0.793,2.136
-0.047,-0.085,0.994,1.770,-0.549,1.404
-0.041,-0.099,1.004,2.380,-0.244,1.343
-0.043,-0.101,1.009,2.319,-0.061,1.343
-0.047,-0.105,1.011,1.892,0.061,1.709
-0.056,-0.110,1.016,1.160,0.122,2.258
-0.060,-0.104,1.005,0.793,0.305,2.502
-0.072,-0.092,1.000,0.183,1.038,2.136
-0.084,-0.090,0.999,-0.366,1.465,1.465
-0.089,-0.102,0.997,-0.916,2.075,0.854
-0.089,-0.100,1.003,-0.183,2.869,-0.427
-0.083,-0.086,1.000,1.526,3.540,-2.075
-0.083,-0.081,0.993,3.113,3.723,-3.357
-0.086,-0.082,0.993,3.357,3.845,-3.479
-0.092,-0.094,0.990,3.235,3.906,-2.625
-0.083,-0.114,0.994,3.174,4.211,-1.709
-0.065,-0.148,1.008,2.808,4.578,-1.648
-0.062,-0.145,1.024,2.625,4.089,-2.014
-0.063,-0.133,1.013,3.662,3.113,-1.892
-0.074,-0.132,1.010,3.845,2.258,-1.587
-0.081,-0.132,1.009,3.723,2.136,-1.099
-0.079,-0.125,1.009,3.723,2.441,-0.488
-0.071,-0.119,1.014,2.625,2.930,0.732
-0.063,-0.127,1.023,0.854,2.991,2.625
-0.060,-0.137,1.023,-0.916,2.502,4.456
-0.062,-0.140,1.013,-1.648,1.831,5.310
-0.067,-0.134,1.005,-1.099,1.343,4.944
-0.068,-0.130,0.993,0.488,1.343,3.906
-0.065,-0.127,0.983,1.892,1.648,3.113
-0.060,-0.123,0.984,2.197,2.502,2.441
-0.058,-0.123,0.989,1.709,3.418,2.319
-0.063,-0.131,0.990,1.221,3.784,2.930
-0.065,-0.142,1.002,1.221,4.150,3.479
-0.060,-0.135,1.006,1.404,4.517,3.479
-0.055,-0.124,1.013,1.892,4.639,3.174
-0.050,-0.128,1.022,1.831,4.883,3.601
-0.044,-0.140,1.030,1.221,4.700,4.822
-0.038,-0.148,1.035,0.183,4.395,5.493
